openInterestHist_sumOpenInterest,openInterestHist_sumOpenInterestValue,timestamp,topLongShortAccountRatio_longAccount,topLongShortAccountRatio_longShortRatio,topLongShortAccountRatio_shortAccount,topLongShortPositionRatio_longAccount,topLongShortPositionRatio_longShortRatio,topLongShortPositionRatio_shortAccount,globalLongShortAccountRatio_longAccount,globalLongShortAccountRatio_longShortRatio,globalLongShortAccountRatio_shortAccount,takerlongshortRatio_buySellRatio,takerlongshortRatio_sellVol,takerlongshortRatio_buyVol
320761.31700000,604145223.04031587,1624402800000,0.5302,1.1286,0.4698,0.4843,0.9393,0.5157,0.5694,1.3223,0.4306,1.0418,74740.3610,77866.6350
319405.10400000,599892575.65526310,1624406400000,0.5242,1.1017,0.4758,0.4855,0.9437,0.5145,0.5607,1.2763,0.4393,1.0997,182333.7790,200517.4610
314691.92300000,607653453.99239666,1624410000000,0.5478,1.2114,0.4522,0.4853,0.9429,0.5147,0.5792,1.3764,0.4208,1.1931,143554.1380,171275.4630
324436.13000000,650406842.89490000,1624413600000,0.5600,1.2727,0.4400,0.4858,0.9446,0.5142,0.5966,1.4789,0.4034,0.9672,33478.7660,32381.3710
321929.41000000,647673683.50850000,1624420800000,0.5640,1.2936,0.4360,0.4858,0.9447,0.5142,0.5986,1.4913,0.4014,0.9696,77824.8040,75462.6480
318005.54100000,635887059.83901000,1624424400000,0.5678,1.3137,0.4322,0.4839,0.9375,0.5161,0.6002,1.5013,0.3998,1.1539,89791.7070,103610.7790
321682.17000000,655588262.46000000,1624428000000,0.5653,1.3004,0.4347,0.4823,0.9315,0.5177,0.5991,1.4944,0.4009,0.8915,71195.2890,63467.2910
325770.20200000,652898925.71337649,1624431600000,0.5724,1.3386,0.4276,0.4816,0.9290,0.5184,0.6051,1.5323,0.3949,1.0457,63648.5050,66556.0970
320117.81900000,641711381.14559000,1624435200000,0.5683,1.3164,0.4317,0.4808,0.9260,0.5192,0.6025,1.5157,0.3975,0.9023,101352.3610,91445.3860
315182.15800000,620905858.78506362,1624438800000,0.5616,1.2810,0.4384,0.4802,0.9237,0.5198,0.5898,1.4378,0.4102,1.1622,68636.5360,79766.5160
311318.62800000,618639822.96236448,1624442400000,0.5588,1.2665,0.4412,0.4807,0.9258,0.5193,0.5874,1.4237,0.4126,1.2072,58231.3820,70295.2920
312614.85400000,627586823.99916000,1624446000000,0.5693,1.3218,0.4307,0.4793,0.9206,0.5207,0.6032,1.5202,0.3968,0.9930,70900.0490,70406.8930
312206.98100000,621455796.59027764,1624449600000,0.5719,1.3359,0.4281,0.4786,0.9180,0.5214,0.6084,1.5536,0.3916,1.0719,51780.5440,55501.6330
313773.33100000,630520645.38316130,1624453200000,0.5717,1.3348,0.4283,0.4808,0.9259,0.5192,0.6083,1.5530,0.3917,1.0139,141436.3330,143404.3470
317275.08100000,632249149.44459637,1624456800000,0.5733,1.3436,0.4267,0.4826,0.9326,0.5174,0.6091,1.5582,0.3909,0.9991,75088.1290,75019.2470
318937.13800000,636894173.08840694,1624460400000,0.5743,1.3491,0.4257,0.4796,0.9216,0.5204,0.6154,1.6001,0.3846,0.9293,95242.0470,88512.2070
313539.62500000,618880188.80625000,1624464000000,0.5664,1.3063,0.4336,0.4764,0.9098,0.5236,0.6071,1.5452,0.3929,0.9989,103745.1640,103635.1660
311512.95200000,618612715.39464070,1624467600000,0.5629,1.2878,0.4371,0.4791,0.9199,0.5209,0.5995,1.4969,0.4005,1.0215,42208.0000,43115.4050
310031.10400000,611522289.81514122,1624471200000,0.5617,1.2815,0.4383,0.4776,0.9141,0.5224,0.6018,1.5113,0.3982,0.8990,92344.8850,83014.9530
305005.46100000,593374759.28935351,1624474800000,0.5595,1.2701,0.4405,0.4787,0.9182,0.5213,0.5972,1.4826,0.4028,0.8683,72041.9690,62550.8630
297533.05900000,569911157.40402026,1624478400000,0.5647,1.2973,0.4353,0.4819,0.9300,0.5181,0.5926,1.4546,0.4074,1.0808,64317.4970,69514.1650
297425.50600000,574022989.24082134,1624482000000,0.5638,1.2925,0.4362,0.4818,0.9299,0.5182,0.5942,1.4643,0.4058,1.1694,62963.7440,73631.3550
298828.09400000,580485525.71876000,1624485600000,0.5707,1.3294,0.4293,0.4809,0.9265,0.5191,0.6042,1.5265,0.3958,0.9636,48612.2160,46842.2270
301474.66700000,587354049.47609000,1624489200000,0.5753,1.3546,0.4247,0.4809,0.9265,0.5191,0.6097,1.5621,0.3903,1.1428,38659.6050,44181.1530
304571.76900000,598949520.89157000,1624492800000,0.5788,1.3742,0.4212,0.4802,0.9240,0.5198,0.6188,1.6233,0.3812,0.9545,47408.1600,45252.4130
308344.70900000,597060193.82506000,1624496400000,0.5675,1.3121,0.4325,0.4808,0.9261,0.5192,0.6083,1.5530,0.3917,0.7704,62778.2960,48363.2190
308203.38400000,587667652.60562459,1624500000000,0.5567,1.2558,0.4433,0.4801,0.9235,0.5199,0.5969,1.4808,0.4031,0.9979,81585.8590,81414.2210
303998.04200000,575372449.68123387,1624503600000,0.5534,1.2391,0.4466,0.4793,0.9204,0.5207,0.5944,1.4655,0.4056,1.1691,66162.5220,77353.5040
307347.33000000,585505666.99048082,1624507200000,0.5565,1.2548,0.4435,0.4784,0.9171,0.5216,0.6002,1.5013,0.3998,0.8804,70895.9430,62416.9120
305888.88800000,582495032.75176000,1624510800000,0.5520,1.2321,0.4480,0.4766,0.9107,0.5234,0.5987,1.4919,0.4013,1.2049,47398.1930,57111.7180
301690.46800000,581445022.07172000,1624514400000,0.5484,1.2143,0.4516,0.4745,0.9031,0.5255,0.5993,1.4956,0.4007,0.9702,45369.5150,44018.1870
300985.00700000,580052674.70803680,1624518000000,0.5487,1.2158,0.4513,0.4746,0.9033,0.5254,0.5969,1.4808,0.4031,1.0223,54734.8140,55957.1010
305169.75900000,585986717.01013227,1624521600000,0.5464,1.2046,0.4536,0.4743,0.9021,0.5257,0.5919,1.4504,0.4081,1.2221,67563.6500,82567.6200
315709.22500000,616169694.43250000,1624525200000,0.5401,1.1744,0.4599,0.4777,0.9144,0.5223,0.5841,1.4044,0.4159,1.0151,58561.1720,59447.4230
317286.21600000,615982632.60456000,1624528800000,0.5392,1.1701,0.4608,0.4790,0.9194,0.5210,0.5853,1.4114,0.4147,0.8873,46593.6580,41343.4970
325382.87100000,629136003.76395647,1624532400000,0.5370,1.1598,0.4630,0.4805,0.9248,0.5195,0.5812,1.3878,0.4188,1.2528,58383.2310,73145.2900
324859.25400000,638621959.78363876,1624536000000,0.5484,1.2143,0.4516,0.4803,0.9241,0.5197,0.5949,1.4685,0.4051,1.0812,86547.2270,93572.6390
318917.19900000,630798000.13444900,1624539600000,0.5497,1.2207,0.4503,0.4801,0.9234,0.5199,0.5939,1.4624,0.4061,0.9263,54399.6370,50390.7720
320175.52400000,629913325.91760000,1624543200000,0.5602,1.2738,0.4398,0.4798,0.9224,0.5202,0.5994,1.4963,0.4006,1.0330,39012.4600,40300.4490
321440.05600000,631846950.66989639,1624546800000,0.5605,1.2753,0.4395,0.4790,0.9195,0.5210,0.6017,1.5107,0.3983,0.9823,161641.4400,158776.1740
316252.81600000,628039622.63470331,1624550400000,0.5426,1.1863,0.4574,0.4812,0.9275,0.5188,0.5810,1.3866,0.4190,1.0904,88937.0630,96974.8030
317721.07700000,639060997.06703000,1624554000000,0.5417,1.1820,0.4583,0.4820,0.9305,0.5180,0.5818,1.3912,0.4182,1.0776,92496.2750,99676.4290
319374.99800000,646685752.78149196,1624557600000,0.5425,1.1858,0.4575,0.4818,0.9299,0.5182,0.5799,1.3804,0.4201,1.0393,50325.3890,52301.4140
320707.52100000,645776664.28560000,1624561200000,0.5453,1.1993,0.4547,0.4812,0.9277,0.5188,0.5847,1.4079,0.4153,0.9549,30567.9190,29189.6400
315629.12600000,634792212.90466879,1624564800000,0.5422,1.1844,0.4578,0.4819,0.9300,0.5181,0.5803,1.3827,0.4197,0.9908,34679.3920,34359.9330
311465.98900000,624639450.48006868,1624568400000,0.5460,1.2026,0.4540,0.4810,0.9270,0.5190,0.5819,1.3918,0.4181,1.0158,32527.0660,33040.0750
315922.33100000,631668144.72253046,1624572000000,0.5455,1.2002,0.4545,0.4813,0.9278,0.5187,0.5794,1.3776,0.4206,0.8992,59281.8140,53307.5390
320367.85400000,635574581.87206000,1624575600000,0.5565,1.2548,0.4435,0.4820,0.9306,0.5180,0.5856,1.4131,0.4144,1.0962,40038.4660,43890.6670
316522.00300000,629762219.91501565,1624579200000,0.5579,1.2619,0.4421,0.4807,0.9256,0.5193,0.5912,1.4462,0.4088,1.0008,69443.5130,69498.4140
317861.57600000,630366734.90866614,1624582800000,0.5618,1.2821,0.4382,0.4795,0.9212,0.5205,0.5981,1.4882,0.4019,1.0464,70382.2490,73645.6080
316546.65400000,629297913.61854000,1624586400000,0.5621,1.2836,0.4379,0.4786,0.9177,0.5214,0.6019,1.5119,0.3981,1.0021,79809.9620,79978.4580
317764.55300000,637756035.35461875,1624590000000,0.5548,1.2462,0.4452,0.4803,0.9242,0.5197,0.5886,1.4307,0.4114,0.9751,56489.3130,55083.0360
312186.52800000,622981494.19800372,1624593600000,0.5801,1.3815,0.4199,0.4773,0.9130,0.5227,0.6147,1.5954,0.3853,0.8654,51324.0440,44413.3360
318889.09000000,630340539.11565422,1624597200000,0.5742,1.3485,0.4258,0.4757,0.9072,0.5243,0.6114,1.5733,0.3886,0.8620,63820.8930,55016.4960
321229.83400000,630593437.93204000,1624600800000,0.5678,1.3137,0.4322,0.4745,0.9030,0.5255,0.6066,1.5419,0.3934,0.9436,59879.9530,56501.8750
320041.24900000,629344177.71296285,1624604400000,0.5733,1.3436,0.4267,0.4746,0.9032,0.5254,0.6127,1.5820,0.3873,0.8917,101330.6640,90352.6630
323010.36100000,627859831.06953474,1624608000000,0.5774,1.3663,0.4226,0.4753,0.9059,0.5247,0.6153,1.5994,0.3847,0.9752,86363.6210,84218.3440
322904.47000000,624106530.57130000,1624611600000,0.5763,1.3602,0.4237,0.4767,0.9109,0.5233,0.6108,1.5694,0.3892,0.9352,81455.7630,76175.5740
326342.32900000,621930156.91504000,1624615200000,0.5714,1.3332,0.4286,0.4761,0.9087,0.5239,0.6090,1.5575,0.3910,0.9402,110474.8130,103868.7550
337341.52200000,634898837.25111096,1624618800000,0.5664,1.3063,0.4336,0.4753,0.9058,0.5247,0.5995,1.4969,0.4005,0.9858,143735.9780,141689.3720
341393.58600000,632172206.19192624,1624622400000,0.5652,1.2999,0.4348,0.4747,0.9038,0.5253,0.5987,1.4919,0.4013,0.9978,153688.2240,153354.7450
344999.91000000,641877117.52780175,1624626000000,0.5693,1.3218,0.4307,0.4736,0.8997,0.5264,0.6081,1.5517,0.3919,0.9606,131964.7100,126771.6660
346293.30100000,642480789.26643222,1624629600000,0.5739,1.3469,0.4261,0.4720,0.8940,0.5280,0.6150,1.5974,0.3850,0.9623,165258.3650,159024.9180
341503.95600000,623033812.55647543,1624633200000,0.5800,1.3810,0.4200,0.4687,0.8822,0.5313,0.6253,1.6688,0.3747,0.9824,170703.9430,167699.5810
347209.47800000,633546190.31704000,1624636800000,0.5742,1.3485,0.4258,0.4717,0.8929,0.5283,0.6125,1.5806,0.3875,1.0322,179035.1410,184794.6110
351799.30300000,639096203.79495000,1624640400000,0.5746,1.3507,0.4254,0.4706,0.8891,0.5294,0.6164,1.6069,0.3836,0.9543,110980.7980,105907.9880
345769.90500000,624370511.35067804,1624644000000,0.5714,1.3332,0.4286,0.4699,0.8865,0.5301,0.6158,1.6028,0.3842,1.0116,116887.5250,118239.7050
345541.72700000,634808528.34078000,1624647600000,0.5560,1.2523,0.4440,0.4713,0.8913,0.5287,0.6077,1.5491,0.3923,1.1914,111334.0720,132645.2290
342020.33600000,633169619.75332180,1624651200000,0.5618,1.2821,0.4382,0.4694,0.8847,0.5306,0.6202,1.6330,0.3798,1.0139,56277.7730,57061.6710
343107.52900000,640083386.67825972,1624654800000,0.5613,1.2795,0.4387,0.4713,0.8916,0.5287,0.6202,1.6330,0.3798,1.0541,71834.6200,75723.6220
336647.11600000,622147435.66612000,1624658400000,0.5547,1.2457,0.4453,0.4706,0.8888,0.5294,0.6141,1.5913,0.3859,0.9248,115812.4550,107099.6100
329603.91700000,593865889.18603101,1624662000000,0.5563,1.2538,0.4437,0.4702,0.8875,0.5298,0.6139,1.5900,0.3861,1.0960,62287.7940,68267.9840
322259.71800000,582815360.95528046,1624665600000,0.5596,1.2707,0.4404,0.4690,0.8831,0.5310,0.6176,1.6151,0.3824,1.0015,108311.2940,108477.5940
324435.18100000,595749302.00510689,1624669200000,0.5753,1.3546,0.4247,0.4807,0.9258,0.5193,0.6215,1.6420,0.3785,1.0263,77846.4610,79894.5670
325961.89100000,594428696.54612422,1624672800000,0.5734,1.3441,0.4266,0.4808,0.9259,0.5192,0.6215,1.6420,0.3785,1.0037,57486.8940,57696.8710
327579.71500000,596458806.39580042,1624676400000,0.5767,1.3624,0.4233,0.4809,0.9262,0.5191,0.6179,1.6171,0.3821,1.1270,44655.4090,50327.3180
334225.63300000,607348279.99330064,1624680000000,0.5770,1.3641,0.4230,0.4814,0.9284,0.5186,0.6184,1.6205,0.3816,1.2991,45016.9070,58480.1230
336306.86000000,616817650.65498449,1624683600000,0.5771,1.3646,0.4229,0.4815,0.9285,0.5185,0.6200,1.6316,0.3800,1.0627,59658.1950,63400.2750
336930.28900000,616851973.10120000,1624687200000,0.5759,1.3579,0.4241,0.4806,0.9251,0.5194,0.6237,1.6575,0.3763,0.9457,77963.5570,73728.9660
336490.12100000,607482439.94735000,1624690800000,0.5848,1.4085,0.4152,0.4809,0.9263,0.5191,0.6304,1.7056,0.3696,0.8483,244309.0770,207237.2040
349437.03300000,611531256.45001738,1624694400000,0.5686,1.3180,0.4314,0.4892,0.9576,0.5108,0.5987,1.4919,0.4013,1.0117,184150.7850,186298.3400
353853.19600000,612710963.00184000,1624698000000,0.5751,1.3535,0.4249,0.4889,0.9565,0.5111,0.6072,1.5458,0.3928,1.1461,146062.6380,167401.0030
357230.49600000,630511825.44000000,1624701600000,0.5707,1.3294,0.4293,0.4880,0.9532,0.5120,0.6133,1.5860,0.3867,0.9705,86310.6360,83767.4040
355209.61300000,626700032.16346004,1624705200000,0.5626,1.2862,0.4374,0.4894,0.9585,0.5106,0.6004,1.5025,0.3996,1.2028,114926.2540,138238.7760
348303.52300000,627134425.30242000,1624708800000,0.5667,1.3079,0.4333,0.4867,0.9483,0.5133,0.6116,1.5747,0.3884,0.9481,96943.5610,91912.8090
346527.13500000,617076566.57174402,1624712400000,0.5647,1.2973,0.4353,0.4873,0.9505,0.5127,0.6015,1.5094,0.3985,0.9136,136802.9720,124977.7710
349153.81500000,608334633.02150911,1624716000000,0.5650,1.2989,0.4350,0.4886,0.9554,0.5114,0.5947,1.4673,0.4053,1.1003,160814.3990,176950.0100
343290.01200000,610560978.81994967,1624719600000,0.5608,1.2769,0.4392,0.4879,0.9527,0.5121,0.6028,1.5176,0.3972,1.0592,101848.2970,107875.3770
336697.97800000,598888060.44838000,1624723200000,0.5550,1.2472,0.4450,0.4860,0.9456,0.5140,0.5935,1.4600,0.4065,0.9783,134063.0780,131156.8100
338059.31000000,595131740.38288436,1624726800000,0.5600,1.2727,0.4400,0.4857,0.9445,0.5143,0.6025,1.5157,0.3975,1.1481,83170.2210,95491.7100
338439.91600000,605255792.57692000,1624730400000,0.5529,1.2366,0.4471,0.4875,0.9512,0.5125,0.5934,1.4594,0.4066,1.0710,59679.8310,63916.3220
335731.55900000,598683230.63998000,1624734000000,0.5555,1.2497,0.4445,0.4882,0.9539,0.5118,0.5927,1.4552,0.4073,1.1004,35458.5830,39019.7200
334732.33400000,597195957.08940000,1624737600000,0.5520,1.2321,0.4480,0.4878,0.9524,0.5122,0.5904,1.4414,0.4096,0.9190,45711.7950,42008.7940
334414.43200000,590430844.64442323,1624741200000,0.5553,1.2487,0.4447,0.4878,0.9522,0.5122,0.5934,1.4594,0.4066,1.0167,40937.9180,41623.2170
333430.26400000,591120939.77967234,1624744800000,0.5602,1.2738,0.4398,0.4875,0.9513,0.5125,0.5995,1.4969,0.4005,1.0791,38872.8130,41947.7660
333536.23700000,597302805.45792332,1624748400000,0.5625,1.2857,0.4375,0.4890,0.9570,0.5110,0.6025,1.5157,0.3975,1.3373,57592.8730,77019.7050
326841.99900000,598182958.14981000,1624752000000,0.5620,1.2831,0.4380,0.4865,0.9474,0.5135,0.6089,1.5569,0.3911,1.0264,116229.1440,119293.2270
324578.95700000,595199908.18832000,1624755600000,0.5706,1.3288,0.4294,0.4865,0.9475,0.5135,0.6034,1.5214,0.3966,1.2082,81148.3220,98046.0960
335970.16400000,625919134.93528000,1624759200000,0.5631,1.2889,0.4369,0.4867,0.9481,0.5133,0.6024,1.5151,0.3976,1.0733,78238.7420,83972.1960
334946.26900000,630215790.23843627,1624762800000,0.5617,1.2815,0.4383,0.4863,0.9469,0.5137,0.6012,1.5075,0.3988,0.9059,68645.8840,62185.0300
331929.31800000,624548246.86926000,1624766400000,0.5545,1.2447,0.4455,0.4865,0.9474,0.5135,0.5886,1.4307,0.4114,1.0029,63372.7040,63557.3760
333504.22700000,626934586.08368000,1624770000000,0.5466,1.2056,0.4534,0.4873,0.9504,0.5127,0.5803,1.3827,0.4197,0.9479,64224.7590,60875.9560
340130.97200000,635516831.03095701,1624773600000,0.5379,1.1640,0.4621,0.4870,0.9491,0.5130,0.5683,1.3164,0.4317,1.0087,70074.8240,70681.9750
338154.60300000,628450423.12530288,1624777200000,0.5313,1.1336,0.4687,0.4874,0.9510,0.5126,0.5540,1.2422,0.4460,1.1424,61391.8360,70135.5990
334886.00700000,624696357.45780000,1624780800000,0.5415,1.1810,0.4585,0.4866,0.9477,0.5134,0.5670,1.3095,0.4330,0.9444,63264.5930,59747.4210
333886.11800000,616794503.50376000,1624784400000,0.5433,1.1896,0.4567,0.4862,0.9464,0.5138,0.5689,1.3196,0.4311,0.9343,108981.6760,101821.1280
333425.24100000,606745843.57353159,1624788000000,0.5438,1.1920,0.4562,0.4873,0.9503,0.5127,0.5608,1.2769,0.4392,1.0265,70935.9330,72813.0180
334066.80600000,608011608.92418000,1624791600000,0.5421,1.1839,0.4579,0.4874,0.9509,0.5126,0.5611,1.2784,0.4389,1.1280,84658.0370,95494.2020
329766.77400000,605860804.35022040,1624795200000,0.5500,1.2222,0.4500,0.4859,0.9452,0.5141,0.5768,1.3629,0.4232,1.1236,82024.7970,92162.9660
337882.99700000,626757207.21142081,1624798800000,0.5567,1.2558,0.4433,0.4837,0.9370,0.5163,0.5888,1.4319,0.4112,0.8990,75269.2310,67667.0290
334432.05400000,614942646.94403600,1624802400000,0.5476,1.2104,0.4524,0.4860,0.9454,0.5140,0.5733,1.3436,0.4267,1.1266,60130.9690,67742.2320
330633.27000000,607912249.22010000,1624806000000,0.5480,1.2124,0.4520,0.4861,0.9458,0.5139,0.5764,1.3607,0.4236,1.0329,59206.5180,61157.1890
328730.21200000,605939673.68871929,1624809600000,0.5515,1.2297,0.4485,0.4848,0.9409,0.5152,0.5809,1.3861,0.4191,0.8917,64452.1470,57469.7050
332484.01000000,608542697.89876678,1624813200000,0.5505,1.2247,0.4495,0.4849,0.9413,0.5151,0.5817,1.3906,0.4183,1.0468,41010.1090,42931.0970
333710.60300000,608943176.04790936,1624816800000,0.5527,1.2356,0.4473,0.4848,0.9409,0.5152,0.5851,1.4102,0.4149,0.8466,66943.0580,56673.9530
331091.79600000,602213768.23268840,1624820400000,0.5506,1.2252,0.4494,0.4847,0.9407,0.5153,0.5800,1.3810,0.4200,1.0147,31470.0050,31932.1880
332291.19800000,605388695.50537911,1624824000000,0.5548,1.2462,0.4452,0.4841,0.9385,0.5159,0.5854,1.4120,0.4146,0.8641,25381.7350,21931.5730
335674.49900000,609087065.57720209,1624827600000,0.5510,1.2272,0.4490,0.4848,0.9410,0.5152,0.5832,1.3992,0.4168,1.0283,41523.3100,42696.9800
335213.75500000,614872534.38385000,1624831200000,0.5532,1.2381,0.4468,0.4856,0.9439,0.5144,0.5872,1.4225,0.4128,1.2057,204249.4580,246271.7480
318953.29200000,623191162.08112766,1624834800000,0.5445,1.1954,0.4555,0.4806,0.9254,0.5194,0.5874,1.4237,0.4126,1.1263,99457.0640,112013.8540
314005.32000000,622050819.02640000,1624838400000,0.5439,1.1925,0.4561,0.4801,0.9234,0.5199,0.5882,1.4284,0.4118,0.9831,133072.9820,130820.3560
317545.67100000,627866672.84262294,1624842000000,0.5749,1.3524,0.4251,0.4845,0.9399,0.5155,0.5877,1.4254,0.4123,0.9239,67704.5540,62553.2680
316636.33600000,621344250.63203013,1624845600000,0.5750,1.3529,0.4250,0.4854,0.9432,0.5146,0.5756,1.3563,0.4244,1.1393,46703.5030,53211.5210
318993.12100000,627988997.58786000,1624849200000,0.5730,1.3419,0.4270,0.4859,0.9451,0.5141,0.5724,1.3386,0.4276,1.0873,31427.7760,34170.4980
321250.37600000,631960527.16344000,1624852800000,0.5668,1.3084,0.4332,0.4870,0.9492,0.5130,0.5650,1.2989,0.4350,1.2023,35976.4840,43253.2820
318350.17700000,627910705.61303000,1624856400000,0.5701,1.3261,0.4299,0.4872,0.9501,0.5128,0.5670,1.3095,0.4330,0.9940,67548.7280,67140.6360
319881.60600000,632421573.50752690,1624860000000,0.5711,1.3315,0.4289,0.4863,0.9467,0.5137,0.5690,1.3202,0.4310,1.1302,56894.7250,64303.8330
319496.18000000,634835714.69820000,1624863600000,0.5638,1.2925,0.4362,0.4868,0.9485,0.5132,0.5617,1.2815,0.4383,1.2087,179969.1170,217537.5560
345622.28100000,707617591.43526162,1624867200000,0.5601,1.2732,0.4399,0.4869,0.9491,0.5131,0.5721,1.3370,0.4279,0.9961,152956.9730,152355.9250
354290.11700000,731490121.39823084,1624870800000,0.5712,1.3321,0.4288,0.4876,0.9514,0.5124,0.5805,1.3838,0.4195,0.8607,116227.1330,100032.3020
343109.68400000,698447230.41320165,1624874400000,0.5658,1.3031,0.4342,0.4881,0.9534,0.5119,0.5596,1.2707,0.4404,0.9106,204598.7030,186306.2230
344630.77200000,687049014.44376000,1624878000000,0.5753,1.3546,0.4247,0.4863,0.9465,0.5137,0.5631,1.2889,0.4369,1.0594,85925.5630,91029.0070
337087.33800000,673787025.56130000,1624881600000,0.5823,1.3941,0.4177,0.4851,0.9420,0.5149,0.5749,1.3524,0.4251,1.0847,99678.2780,108125.4450
336975.20600000,679187006.70124000,1624885200000,0.5910,1.4450,0.4090,0.4839,0.9375,0.5161,0.5884,1.4295,0.4116,0.9790,72346.7820,70824.0110
341198.32100000,685269244.06544822,1624888800000,0.5970,1.4814,0.4030,0.4840,0.9382,0.5160,0.5922,1.4522,0.4078,1.1356,88566.5180,100579.9550
339843.17500000,695234325.76939378,1624892400000,0.5972,1.4826,0.4028,0.4843,0.9391,0.5157,0.5978,1.4863,0.4022,1.1278,242501.3030,273482.1590
350484.73200000,741187586.99700000,1624896000000,0.5914,1.4474,0.4086,0.4856,0.9441,0.5144,0.5943,1.4649,0.4057,0.9858,229019.4610,225767.7000
349461.08700000,736845691.16124000,1624899600000,0.5765,1.3613,0.4235,0.4848,0.9411,0.5152,0.5703,1.3272,0.4297,0.9503,118724.7740,112828.2640
346281.33100000,721505178.25798203,1624903200000,0.5758,1.3574,0.4242,0.4850,0.9416,0.5150,0.5626,1.2862,0.4374,1.0264,71534.3630,73424.0300
346539.54500000,722645843.97940000,1624906800000,0.5825,1.3952,0.4175,0.4850,0.9416,0.5150,0.5745,1.3502,0.4255,1.1248,106927.4050,120272.6830
343121.35100000,725255599.60870000,1624910400000,0.5984,1.4900,0.4016,0.4847,0.9404,0.5153,0.5908,1.4438,0.4092,1.0549,74124.2040,78195.1850
345345.26900000,735768455.96257000,1624914000000,0.6001,1.5006,0.3999,0.4846,0.9403,0.5154,0.5944,1.4655,0.4056,0.8987,55782.8120,50129.5130
348091.88600000,738676985.21725878,1624917600000,0.6001,1.5006,0.3999,0.4846,0.9403,0.5154,0.5941,1.4637,0.4059,0.9372,93678.7370,87794.1900
341769.08800000,716716673.19450549,1624921200000,0.5988,1.4925,0.4012,0.4851,0.9420,0.5149,0.5884,1.4295,0.4116,0.8298,81818.3740,67890.4150
334321.65900000,696562519.74309000,1624924800000,0.6101,1.5648,0.3899,0.4858,0.9448,0.5142,0.5927,1.4552,0.4073,1.1500,95242.2300,109531.8030
337284.13000000,720876671.08999069,1624928400000,0.6165,1.6076,0.3835,0.4846,0.9403,0.5154,0.6048,1.5304,0.3952,0.8992,78286.0910,70397.5270
